player,overs,maidens,runs,wickets,economy,average,sr,opposition,ground,date
JJ Bumrah (INDIA),4,0,20,1,5,20,24,v Australia,Chennai,17/09/17
YS Chahal (INDIA),5,0,30,3,6,10,10,v Australia,Chennai,17/09/17
NM Coulter-Nile (AUSTRALIA),10,0,44,3,4.4,14.66,20,v India,Chennai,17/09/17
PJ Cummins (AUSTRALIA),10,1,44,0,4.4,-0,-0,v India,Chennai,17/09/17
JP Faulkner (AUSTRALIA),10,1,67,1,6.7,67,60,v India,Chennai,17/09/17
Kuldeep Yadav (INDIA),4,0,33,2,8.25,16.5,12,v Australia,Chennai,17/09/17
B Kumar (INDIA),4,0,25,1,6.25,25,24,v Australia,Chennai,17/09/17
HH Pandya (INDIA),4,0,28,2,7,14,12,v Australia,Chennai,17/09/17
MP Stoinis (AUSTRALIA),10,0,54,2,5.4,27,30,v India,Chennai,17/09/17
A Zampa (AUSTRALIA),10,0,66,1,6.6,66,60,v India,Chennai,17/09/17
AC Agar (AUSTRALIA),9,0,54,1,6,54,54,v India,Kolkata,21/09/17
JJ Bumrah (INDIA),7,1,39,0,5.57,-0,-0,v Australia,Kolkata,21/09/17
YS Chahal (INDIA),10,1,34,2,3.4,17,30,v Australia,Kolkata,21/09/17
NM Coulter-Nile (AUSTRALIA),10,0,51,3,5.1,17,20,v India,Kolkata,21/09/17
PJ Cummins (AUSTRALIA),10,1,34,1,3.4,34,60,v India,Kolkata,21/09/17
TM Head (AUSTRALIA),2,0,11,0,5.5,-0,-0,v India,Kolkata,21/09/17
Kuldeep Yadav (INDIA),10,1,54,3,5.4,18,20,v Australia,Kolkata,21/09/17
B Kumar (INDIA),6.1,2,9,3,1.45,3,12.3,v Australia,Kolkata,21/09/17
HH Pandya (INDIA),10,0,56,2,5.6,28,30,v Australia,Kolkata,21/09/17
KW Richardson (AUSTRALIA),10,0,55,3,5.5,18.33,20,v India,Kolkata,21/09/17
MP Stoinis (AUSTRALIA),9,0,46,0,5.11,-0,-0,v India,Kolkata,21/09/17
AC Agar (AUSTRALIA),10,0,71,1,7.1,71,60,v India,Indore,24/09/17
JJ Bumrah (INDIA),10,0,52,2,5.2,26,30,v Australia,Indore,24/09/17
YS Chahal (INDIA),10,0,54,1,5.4,54,60,v Australia,Indore,24/09/17
NM Coulter-Nile (AUSTRALIA),10,0,58,1,5.8,58,60,v India,Indore,24/09/17
PJ Cummins (AUSTRALIA),10,0,54,2,5.4,27,30,v India,Indore,24/09/17
Kuldeep Yadav (INDIA),10,0,75,2,7.5,37.5,30,v Australia,Indore,24/09/17
B Kumar (INDIA),10,0,52,0,5.2,-0,-0,v Australia,Indore,24/09/17
GJ Maxwell (AUSTRALIA),1,0,2,0,2,-0,-0,v India,Indore,24/09/17
HH Pandya (INDIA),10,0,58,1,5.8,58,60,v Australia,Indore,24/09/17
KW Richardson (AUSTRALIA),8.5,0,45,1,5.09,45,53,v India,Indore,24/09/17
MP Stoinis (AUSTRALIA),8,0,61,0,7.62,-0,-0,v India,Indore,24/09/17
YS Chahal (INDIA),8,0,54,0,6.75,-0,-0,v Australia,Bengaluru,28/09/17
NM Coulter-Nile (AUSTRALIA),10,0,56,2,5.6,28,30,v India,Bengaluru,28/09/17
PJ Cummins (AUSTRALIA),10,0,59,1,5.9,59,60,v India,Bengaluru,28/09/17
AJ Finch (AUSTRALIA),0.1,0,1,0,6,-0,-0,v India,Bengaluru,28/09/17
TM Head (AUSTRALIA),6,0,38,0,6.33,-0,-0,v India,Bengaluru,28/09/17
KM Jadhav (INDIA),7,0,38,1,5.42,38,42,v Australia,Bengaluru,28/09/17
Mohammed Shami (INDIA),10,1,62,0,6.2,-0,-0,v Australia,Bengaluru,28/09/17
HH Pandya (INDIA),5,0,32,0,6.4,-0,-0,v Australia,Bengaluru,28/09/17
AR Patel (INDIA),10,0,66,0,6.6,-0,-0,v Australia,Bengaluru,28/09/17
KW Richardson (AUSTRALIA),10,0,58,3,5.8,19.33,20,v India,Bengaluru,28/09/17
MP Stoinis (AUSTRALIA),4.5,0,34,0,7.03,-0,-0,v India,Bengaluru,28/09/17
UT Yadav (INDIA),10,0,71,4,7.1,17.75,15,v Australia,Bengaluru,28/09/17
A Zampa (AUSTRALIA),9,0,63,1,7,63,54,v India,Bengaluru,28/09/17
JJ Bumrah (INDIA),10,2,51,2,5.1,25.5,30,v Australia,Nagpur,01/10/17
NM Coulter-Nile (AUSTRALIA),9,0,42,1,4.66,42,54,v India,Nagpur,01/10/17
PJ Cummins (AUSTRALIA),7,1,29,0,4.14,-0,-0,v India,Nagpur,01/10/17
JP Faulkner (AUSTRALIA),5.5,0,37,0,6.34,-0,-0,v India,Nagpur,01/10/17
AJ Finch (AUSTRALIA),3,0,17,0,5.66,-0,-0,v India,Nagpur,01/10/17
TM Head (AUSTRALIA),6,0,38,0,6.33,-0,-0,v India,Nagpur,01/10/17
KM Jadhav (INDIA),10,0,48,1,4.8,48,60,v Australia,Nagpur,01/10/17
Kuldeep Yadav (INDIA),10,1,48,0,4.8,-0,-0,v Australia,Nagpur,01/10/17
B Kumar (INDIA),8,0,40,1,5,40,48,v Australia,Nagpur,01/10/17
HH Pandya (INDIA),2,0,14,1,7,14,12,v Australia,Nagpur,01/10/17
AR Patel (INDIA),10,0,38,3,3.8,12.66,20,v Australia,Nagpur,01/10/17
MP Stoinis (AUSTRALIA),4,0,20,0,5,-0,-0,v India,Nagpur,01/10/17
A Zampa (AUSTRALIA),8,0,59,2,7.37,29.5,24,v India,Nagpur,01/10/17
JJ Bumrah (INDIA),9,0,56,1,6.22,56,54,v New Zealand,Mumbai,22/10/17
YS Chahal (INDIA),10,0,51,0,5.1,-0,-0,v New Zealand,Mumbai,22/10/17
Kuldeep Yadav (INDIA),10,0,64,1,6.4,64,60,v New Zealand,Mumbai,22/10/17
B Kumar (INDIA),10,0,56,1,5.6,56,60,v New Zealand,Mumbai,22/10/17
HH Pandya (INDIA),10,0,46,1,4.6,46,60,v New Zealand,Mumbai,22/10/17
JJ Bumrah (INDIA),10,2,38,2,3.8,19,30,v New Zealand,Pune,25/10/17
YS Chahal (INDIA),8,1,36,2,4.5,18,24,v New Zealand,Pune,25/10/17
KM Jadhav (INDIA),8,0,31,0,3.87,-0,-0,v New Zealand,Pune,25/10/17
B Kumar (INDIA),10,0,45,3,4.5,15,20,v New Zealand,Pune,25/10/17
HH Pandya (INDIA),4,0,23,1,5.75,23,24,v New Zealand,Pune,25/10/17
AR Patel (INDIA),10,1,54,1,5.4,54,60,v New Zealand,Pune,25/10/17
JJ Bumrah (INDIA),10,0,47,3,4.7,15.66,20,v New Zealand,Kanpur,29/10/17
YS Chahal (INDIA),10,0,47,2,4.7,23.5,30,v New Zealand,Kanpur,29/10/17
KM Jadhav (INDIA),8,0,54,0,6.75,-0,-0,v New Zealand,Kanpur,29/10/17
B Kumar (INDIA),10,0,92,1,9.2,92,60,v New Zealand,Kanpur,29/10/17
HH Pandya (INDIA),5,0,47,0,9.4,-0,-0,v New Zealand,Kanpur,29/10/17
AR Patel (INDIA),7,0,40,0,5.71,-0,-0,v New Zealand,Kanpur,29/10/17
JJ Bumrah (INDIA),7,1,32,1,4.57,32,42,v Sri Lanka,Dharamsala,10/12/17
B Kumar (INDIA),8.4,1,42,1,4.84,42,52,v Sri Lanka,Dharamsala,10/12/17
HH Pandya (INDIA),5,0,39,1,7.8,39,30,v Sri Lanka,Dharamsala,10/12/17
JJ Bumrah (INDIA),10,0,43,2,4.3,21.5,30,v Sri Lanka,Mohali,13/12/17
YS Chahal (INDIA),10,0,60,3,6,20,20,v Sri Lanka,Mohali,13/12/17
SS Iyer (INDIA),1,0,2,0,2,-0,-0,v Sri Lanka,Mohali,13/12/17
B Kumar (INDIA),9,0,40,1,4.44,40,54,v Sri Lanka,Mohali,13/12/17
HH Pandya (INDIA),10,0,39,1,3.9,39,60,v Sri Lanka,Mohali,13/12/17
Washington Sundar (INDIA),10,0,65,1,6.5,65,60,v Sri Lanka,Mohali,13/12/17
JJ Bumrah (INDIA),8,1,39,1,4.87,39,48,v Sri Lanka,Visakhapatnam,17/12/17
YS Chahal (INDIA),10,3,46,3,4.6,15.33,20,v Sri Lanka,Visakhapatnam,17/12/17
Kuldeep Yadav (INDIA),10,0,42,3,4.2,14,20,v Sri Lanka,Visakhapatnam,17/12/17
B Kumar (INDIA),6.5,0,35,1,5.12,35,41,v Sri Lanka,Visakhapatnam,17/12/17
HH Pandya (INDIA),10,1,49,2,4.9,24.5,30,v Sri Lanka,Visakhapatnam,17/12/17
PJ Cummins (AUSTRALIA),10,0,63,2,6.3,31.5,30,v England,Melbourne,14/01/18
TM Head (AUSTRALIA),0.5,0,6,0,7.2,-0,-0,v England,Melbourne,14/01/18
MR Marsh (AUSTRALIA),2,0,15,0,7.5,-0,-0,v England,Melbourne,14/01/18
MA Starc (AUSTRALIA),10,0,71,2,7.1,35.5,30,v England,Melbourne,14/01/18
MP Stoinis (AUSTRALIA),6,0,33,1,5.5,33,36,v England,Melbourne,14/01/18
AJ Tye (AUSTRALIA),10,0,43,0,4.3,-0,-0,v England,Melbourne,14/01/18
A Zampa (AUSTRALIA),10,0,72,0,7.2,-0,-0,v England,Melbourne,14/01/18
AJ Finch (AUSTRALIA),3,0,17,0,5.66,-0,-0,v England,Brisbane,19/01/18
TM Head (AUSTRALIA),7,0,55,0,7.85,-0,-0,v England,Brisbane,19/01/18
MR Marsh (AUSTRALIA),1,0,4,0,4,-0,-0,v England,Brisbane,19/01/18
JA Richardson (AUSTRALIA),10,1,57,2,5.7,28.5,30,v England,Brisbane,19/01/18
MA Starc (AUSTRALIA),10,0,59,4,5.9,14.75,15,v England,Brisbane,19/01/18
MP Stoinis (AUSTRALIA),4.2,0,34,0,7.84,-0,-0,v England,Brisbane,19/01/18
AJ Tye (AUSTRALIA),9,0,47,0,5.22,-0,-0,v England,Brisbane,19/01/18
PJ Cummins (AUSTRALIA),10,1,67,1,6.7,67,60,v England,Sydney,21/01/18
JR Hazlewood (AUSTRALIA),10,0,58,2,5.8,29,30,v England,Sydney,21/01/18
MR Marsh (AUSTRALIA),3,0,14,1,4.66,14,18,v England,Sydney,21/01/18
MA Starc (AUSTRALIA),10,0,63,0,6.3,-0,-0,v England,Sydney,21/01/18
MP Stoinis (AUSTRALIA),8,0,43,1,5.37,43,48,v England,Sydney,21/01/18
A Zampa (AUSTRALIA),9,0,55,1,6.11,55,54,v England,Sydney,21/01/18
PJ Cummins (AUSTRALIA),10,2,24,4,2.4,6,15,v England,Adelaide,26/01/18
JR Hazlewood (AUSTRALIA),10,0,39,3,3.9,13,20,v England,Adelaide,26/01/18
TM Head (AUSTRALIA),2,0,9,0,4.5,-0,-0,v England,Adelaide,26/01/18
MR Marsh (AUSTRALIA),5,1,24,0,4.8,-0,-0,v England,Adelaide,26/01/18
MP Stoinis (AUSTRALIA),3,0,24,0,8,-0,-0,v England,Adelaide,26/01/18
AJ Tye (AUSTRALIA),7.5,0,33,3,4.21,11,15.6,v England,Adelaide,26/01/18
A Zampa (AUSTRALIA),7,0,42,0,6,-0,-0,v England,Adelaide,26/01/18
JR Hazlewood (AUSTRALIA),9,0,51,0,5.66,-0,-0,v England,Perth,28/01/18
MR Marsh (AUSTRALIA),7,0,24,2,3.42,12,21,v England,Perth,28/01/18
GJ Maxwell (AUSTRALIA),3,0,23,0,7.66,-0,-0,v England,Perth,28/01/18
MA Starc (AUSTRALIA),9,0,63,1,7,63,54,v England,Perth,28/01/18
AJ Tye (AUSTRALIA),9.4,0,46,5,4.75,9.2,11.6,v England,Perth,28/01/18
A Zampa (AUSTRALIA),10,0,46,1,4.6,46,60,v England,Perth,28/01/18
JJ Bumrah (INDIA),10,0,56,1,5.6,56,60,v South Africa,Durban,01/02/18
YS Chahal (INDIA),10,0,45,2,4.5,22.5,30,v South Africa,Durban,01/02/18
KM Jadhav (INDIA),3,0,19,0,6.33,-0,-0,v South Africa,Durban,01/02/18
Kuldeep Yadav (INDIA),10,0,34,3,3.4,11.33,20,v South Africa,Durban,01/02/18
B Kumar (INDIA),10,1,71,1,7.1,71,60,v South Africa,Durban,01/02/18
HH Pandya (INDIA),7,0,41,0,5.85,-0,-0,v South Africa,Durban,01/02/18
JJ Bumrah (INDIA),5,1,12,1,2.4,12,30,v South Africa,Centurion,04/02/18
YS Chahal (INDIA),8.2,1,22,5,2.64,4.4,10,v South Africa,Centurion,04/02/18
KM Jadhav (INDIA),3,0,11,0,3.66,-0,-0,v South Africa,Centurion,04/02/18
Kuldeep Yadav (INDIA),6,0,20,3,3.33,6.66,12,v South Africa,Centurion,04/02/18
B Kumar (INDIA),5,1,19,1,3.8,19,30,v South Africa,Centurion,04/02/18
HH Pandya (INDIA),5,0,34,0,6.8,-0,-0,v South Africa,Centurion,04/02/18
JJ Bumrah (INDIA),7,0,32,2,4.57,16,21,v South Africa,Cape Town,07/02/18
YS Chahal (INDIA),9,0,46,4,5.11,11.5,13.5,v South Africa,Cape Town,07/02/18
Kuldeep Yadav (INDIA),9,1,23,4,2.55,5.75,13.5,v South Africa,Cape Town,07/02/18
B Kumar (INDIA),7,0,41,0,5.85,-0,-0,v South Africa,Cape Town,07/02/18
HH Pandya (INDIA),8,0,35,0,4.37,-0,-0,v South Africa,Cape Town,07/02/18
JJ Bumrah (INDIA),5,0,21,1,4.2,21,30,v South Africa,Johannesburg,10/02/18
YS Chahal (INDIA),5.3,0,68,1,12.36,68,33,v South Africa,Johannesburg,10/02/18
Kuldeep Yadav (INDIA),6,0,51,2,8.5,25.5,18,v South Africa,Johannesburg,10/02/18
B Kumar (INDIA),4,0,27,0,6.75,-0,-0,v South Africa,Johannesburg,10/02/18
HH Pandya (INDIA),5,0,37,1,7.4,37,30,v South Africa,Johannesburg,10/02/18
JJ Bumrah (INDIA),7,0,22,1,3.14,22,42,v South Africa,Port Elizabeth,13/02/18
YS Chahal (INDIA),9.2,0,43,2,4.6,21.5,28,v South Africa,Port Elizabeth,13/02/18
Kuldeep Yadav (INDIA),10,0,57,4,5.7,14.25,15,v South Africa,Port Elizabeth,13/02/18
B Kumar (INDIA),7,0,43,0,6.14,-0,-0,v South Africa,Port Elizabeth,13/02/18
HH Pandya (INDIA),9,0,30,2,3.33,15,27,v South Africa,Port Elizabeth,13/02/18
JJ Bumrah (INDIA),8,1,24,2,3,12,24,v South Africa,Centurion,16/02/18
YS Chahal (INDIA),10,0,38,2,3.8,19,30,v South Africa,Centurion,16/02/18
Kuldeep Yadav (INDIA),10,0,51,1,5.1,51,60,v South Africa,Centurion,16/02/18
HH Pandya (INDIA),10,0,39,1,3.9,39,60,v South Africa,Centurion,16/02/18
SN Thakur (INDIA),8.5,0,52,4,5.88,13,13.2,v South Africa,Centurion,16/02/18
AC Agar (AUSTRALIA),5,0,28,0,5.6,-0,-0,v England,The Oval,13/06/18
GJ Maxwell (AUSTRALIA),2,0,9,0,4.5,-0,-0,v England,The Oval,13/06/18
MG Neser (AUSTRALIA),8,1,46,2,5.75,23,24,v England,The Oval,13/06/18
KW Richardson (AUSTRALIA),9,1,49,1,5.44,49,54,v England,The Oval,13/06/18
B Stanlake (AUSTRALIA),10,1,44,2,4.4,22,30,v England,The Oval,13/06/18
AJ Tye (AUSTRALIA),10,1,42,2,4.2,21,30,v England,The Oval,13/06/18
AC Agar (AUSTRALIA),9,0,52,0,5.77,-0,-0,v England,Cardiff,16/06/18
JA Richardson (AUSTRALIA),10,0,64,2,6.4,32,30,v England,Cardiff,16/06/18
KW Richardson (AUSTRALIA),8,0,56,2,7,28,24,v England,Cardiff,16/06/18
DJM Short (AUSTRALIA),4,0,24,0,6,-0,-0,v England,Cardiff,16/06/18
MP Stoinis (AUSTRALIA),10,0,60,1,6,60,60,v England,Cardiff,16/06/18
AJ Tye (AUSTRALIA),9,0,81,2,9,40.5,27,v England,Cardiff,16/06/18
AC Agar (AUSTRALIA),10,0,70,1,7,70,60,v England,Nottingham,19/06/18
AJ Finch (AUSTRALIA),1,0,7,0,7,-0,-0,v England,Nottingham,19/06/18
GJ Maxwell (AUSTRALIA),2,0,21,0,10.5,-0,-0,v England,Nottingham,19/06/18
JA Richardson (AUSTRALIA),10,1,92,3,9.2,30.66,20,v England,Nottingham,19/06/18
DJM Short (AUSTRALIA),2,0,23,0,11.5,-0,-0,v England,Nottingham,19/06/18
B Stanlake (AUSTRALIA),8,0,74,0,9.25,-0,-0,v England,Nottingham,19/06/18
MP Stoinis (AUSTRALIA),8,0,85,0,10.62,-0,-0,v England,Nottingham,19/06/18
AJ Tye (AUSTRALIA),9,0,100,0,11.11,-0,-0,v England,Nottingham,19/06/18
AC Agar (AUSTRALIA),8,0,48,2,6,24,24,v England,Chester-le-Street,21/06/18
NM Lyon (AUSTRALIA),7,0,38,1,5.42,38,42,v England,Chester-le-Street,21/06/18
MG Neser (AUSTRALIA),8.4,0,74,0,8.53,-0,-0,v England,Chester-le-Street,21/06/18
JA Richardson (AUSTRALIA),7,0,58,0,8.28,-0,-0,v England,Chester-le-Street,21/06/18
B Stanlake (AUSTRALIA),8,0,54,1,6.75,54,48,v England,Chester-le-Street,21/06/18
MP Stoinis (AUSTRALIA),6,0,41,0,6.83,-0,-0,v England,Chester-le-Street,21/06/18
AC Agar (AUSTRALIA),10,2,34,1,3.4,34,60,v England,Manchester,24/06/18
NM Lyon (AUSTRALIA),10,0,32,0,3.2,-0,-0,v England,Manchester,24/06/18
KW Richardson (AUSTRALIA),9,0,51,3,5.66,17,18,v England,Manchester,24/06/18
DJM Short (AUSTRALIA),1,0,12,0,12,-0,-0,v England,Manchester,24/06/18
B Stanlake (AUSTRALIA),10,1,35,3,3.5,11.66,20,v England,Manchester,24/06/18
MP Stoinis (AUSTRALIA),8.3,0,37,2,4.35,18.5,25.5,v England,Manchester,24/06/18
YS Chahal (INDIA),10,0,51,1,5.1,51,60,v England,Nottingham,12/07/18
S Kaul (INDIA),10,0,62,0,6.2,-0,-0,v England,Nottingham,12/07/18
Kuldeep Yadav (INDIA),10,0,25,6,2.5,4.16,10,v England,Nottingham,12/07/18
HH Pandya (INDIA),7,0,47,0,6.71,-0,-0,v England,Nottingham,12/07/18
SK Raina (INDIA),3,1,8,0,2.66,-0,-0,v England,Nottingham,12/07/18
UT Yadav (INDIA),9.5,0,70,2,7.11,35,29.5,v England,Nottingham,12/07/18
YS Chahal (INDIA),10,0,43,1,4.3,43,60,v England,Lord's,14/07/18
S Kaul (INDIA),8,0,59,0,7.37,-0,-0,v England,Lord's,14/07/18
Kuldeep Yadav (INDIA),10,0,68,3,6.8,22.66,20,v England,Lord's,14/07/18
HH Pandya (INDIA),10,0,70,1,7,70,60,v England,Lord's,14/07/18
SK Raina (INDIA),2,0,18,0,9,-0,-0,v England,Lord's,14/07/18
UT Yadav (INDIA),10,0,63,1,6.3,63,60,v England,Lord's,14/07/18
YS Chahal (INDIA),10,0,41,0,4.1,-0,-0,v England,Leeds,17/07/18
Kuldeep Yadav (INDIA),10,0,55,0,5.5,-0,-0,v England,Leeds,17/07/18
B Kumar (INDIA),7,0,49,0,7,-0,-0,v England,Leeds,17/07/18
HH Pandya (INDIA),5.3,0,39,0,7.09,-0,-0,v England,Leeds,17/07/18
SK Raina (INDIA),2,0,16,0,8,-0,-0,v England,Leeds,17/07/18
SN Thakur (INDIA),10,0,51,1,5.1,51,60,v England,Leeds,17/07/18
KK Ahmed (INDIA),10,0,48,3,4.8,16,20,v Hong Kong,Dubai (DSC),18/09/18
YS Chahal (INDIA),10,0,46,3,4.6,15.33,20,v Hong Kong,Dubai (DSC),18/09/18
KM Jadhav (INDIA),7,0,28,0,4,-0,-0,v Hong Kong,Dubai (DSC),18/09/18
Kuldeep Yadav (INDIA),10,2,42,2,4.2,21,30,v Hong Kong,Dubai (DSC),18/09/18
B Kumar (INDIA),9,0,50,0,5.55,-0,-0,v Hong Kong,Dubai (DSC),18/09/18
SN Thakur (INDIA),4,0,41,0,10.25,-0,-0,v Hong Kong,Dubai (DSC),18/09/18
JJ Bumrah (INDIA),7.1,2,23,2,3.2,11.5,21.5,v Pakistan,Dubai (DSC),19/09/18
YS Chahal (INDIA),7,0,34,0,4.85,-0,-0,v Pakistan,Dubai (DSC),19/09/18
KM Jadhav (INDIA),9,1,23,3,2.55,7.66,18,v Pakistan,Dubai (DSC),19/09/18
Kuldeep Yadav (INDIA),8,0,37,1,4.62,37,48,v Pakistan,Dubai (DSC),19/09/18
B Kumar (INDIA),7,1,15,3,2.14,5,14,v Pakistan,Dubai (DSC),19/09/18
HH Pandya (INDIA),4.5,0,24,0,4.96,-0,-0,v Pakistan,Dubai (DSC),19/09/18
AT Rayudu (INDIA),0.1,0,0,0,0,-0,-0,v Pakistan,Dubai (DSC),19/09/18
JJ Bumrah (INDIA),9.1,1,37,3,4.03,12.33,18.3,v Bangladesh,Dubai (DSC),21/09/18
YS Chahal (INDIA),10,0,40,0,4,-0,-0,v Bangladesh,Dubai (DSC),21/09/18
RA Jadeja (INDIA),10,0,29,4,2.9,7.25,15,v Bangladesh,Dubai (DSC),21/09/18
Kuldeep Yadav (INDIA),10,0,34,0,3.4,-0,-0,v Bangladesh,Dubai (DSC),21/09/18
B Kumar (INDIA),10,1,32,3,3.2,10.66,20,v Bangladesh,Dubai (DSC),21/09/18
JJ Bumrah (INDIA),10,1,29,2,2.9,14.5,30,v Pakistan,Dubai (DSC),23/09/18
YS Chahal (INDIA),9,0,46,2,5.11,23,27,v Pakistan,Dubai (DSC),23/09/18
RA Jadeja (INDIA),9,0,50,0,5.55,-0,-0,v Pakistan,Dubai (DSC),23/09/18
KM Jadhav (INDIA),3,0,20,0,6.66,-0,-0,v Pakistan,Dubai (DSC),23/09/18
Kuldeep Yadav (INDIA),10,0,41,2,4.1,20.5,30,v Pakistan,Dubai (DSC),23/09/18
B Kumar (INDIA),9,0,46,0,5.11,-0,-0,v Pakistan,Dubai (DSC),23/09/18
KK Ahmed (INDIA),10,1,45,1,4.5,45,60,v Afghanistan,Dubai (DSC),25/09/18
DL Chahar (INDIA),4,0,37,1,9.25,37,24,v Afghanistan,Dubai (DSC),25/09/18
RA Jadeja (INDIA),10,1,46,3,4.6,15.33,20,v Afghanistan,Dubai (DSC),25/09/18
KM Jadhav (INDIA),7,0,27,1,3.85,27,42,v Afghanistan,Dubai (DSC),25/09/18
S Kaul (INDIA),9,0,58,0,6.44,-0,-0,v Afghanistan,Dubai (DSC),25/09/18
Kuldeep Yadav (INDIA),10,0,38,2,3.8,19,30,v Afghanistan,Dubai (DSC),25/09/18
JJ Bumrah (INDIA),8.3,0,39,1,4.58,39,51,v Bangladesh,Dubai (DSC),28/09/18
YS Chahal (INDIA),8,1,31,1,3.87,31,48,v Bangladesh,Dubai (DSC),28/09/18
RA Jadeja (INDIA),6,0,31,0,5.16,-0,-0,v Bangladesh,Dubai (DSC),28/09/18
KM Jadhav (INDIA),9,0,41,2,4.55,20.5,27,v Bangladesh,Dubai (DSC),28/09/18
Kuldeep Yadav (INDIA),10,0,45,3,4.5,15,20,v Bangladesh,Dubai (DSC),28/09/18
B Kumar (INDIA),7,0,33,0,4.71,-0,-0,v Bangladesh,Dubai (DSC),28/09/18
KK Ahmed (INDIA),10,0,64,1,6.4,64,60,v West Indies,Guwahati,21/10/18
YS Chahal (INDIA),10,0,41,3,4.1,13.66,20,v West Indies,Guwahati,21/10/18
RA Jadeja (INDIA),10,0,66,2,6.6,33,30,v West Indies,Guwahati,21/10/18
Mohammed Shami (INDIA),10,0,81,2,8.1,40.5,30,v West Indies,Guwahati,21/10/18
UT Yadav (INDIA),10,0,64,0,6.4,-0,-0,v West Indies,Guwahati,21/10/18
YS Chahal (INDIA),10,0,63,1,6.3,63,60,v West Indies,Visakhapatnam,24/10/18
RA Jadeja (INDIA),10,0,49,0,4.9,-0,-0,v West Indies,Visakhapatnam,24/10/18
Kuldeep Yadav (INDIA),10,0,67,3,6.7,22.33,20,v West Indies,Visakhapatnam,24/10/18
Mohammed Shami (INDIA),10,0,59,1,5.9,59,60,v West Indies,Visakhapatnam,24/10/18
UT Yadav (INDIA),10,0,78,1,7.8,78,60,v West Indies,Visakhapatnam,24/10/18
KK Ahmed (INDIA),10,0,65,1,6.5,65,60,v West Indies,Pune,27/10/18
JJ Bumrah (INDIA),10,1,35,4,3.5,8.75,15,v West Indies,Pune,27/10/18
YS Chahal (INDIA),10,1,56,1,5.6,56,60,v West Indies,Pune,27/10/18
Kuldeep Yadav (INDIA),10,0,52,2,5.2,26,30,v West Indies,Pune,27/10/18
B Kumar (INDIA),10,0,70,1,7,70,60,v West Indies,Pune,27/10/18
KK Ahmed (INDIA),5,0,13,3,2.6,4.33,10,v West Indies,Mumbai (BS),29/10/18
JJ Bumrah (INDIA),8,1,25,0,3.12,-0,-0,v West Indies,Mumbai (BS),29/10/18
RA Jadeja (INDIA),10,1,39,1,3.9,39,60,v West Indies,Mumbai (BS),29/10/18
Kuldeep Yadav (INDIA),8.2,0,42,3,5.04,14,16.6,v West Indies,Mumbai (BS),29/10/18
B Kumar (INDIA),5,1,30,1,6,30,30,v West Indies,Mumbai (BS),29/10/18
KK Ahmed (INDIA),7,1,29,2,4.14,14.5,21,v West Indies,Thiruvananthapuram,01/11/18
JJ Bumrah (INDIA),6,1,11,2,1.83,5.5,18,v West Indies,Thiruvananthapuram,01/11/18
RA Jadeja (INDIA),9.5,1,34,4,3.45,8.5,14.7,v West Indies,Thiruvananthapuram,01/11/18
Kuldeep Yadav (INDIA),5,1,18,1,3.6,18,30,v West Indies,Thiruvananthapuram,01/11/18
B Kumar (INDIA),4,1,11,1,2.75,11,24,v West Indies,Thiruvananthapuram,01/11/18
NM Coulter-Nile (AUSTRALIA),3,0,26,1,8.66,26,18,v South Africa,Perth,04/11/18
PJ Cummins (AUSTRALIA),6,2,18,0,3,-0,-0,v South Africa,Perth,04/11/18
JR Hazlewood (AUSTRALIA),8,2,41,0,5.12,-0,-0,v South Africa,Perth,04/11/18
MA Starc (AUSTRALIA),8,0,47,0,5.87,-0,-0,v South Africa,Perth,04/11/18
MP Stoinis (AUSTRALIA),4.2,1,16,3,3.69,5.33,8.6,v South Africa,Perth,04/11/18
PJ Cummins (AUSTRALIA),10,0,27,1,2.7,27,60,v South Africa,Adelaide,09/11/18
JR Hazlewood (AUSTRALIA),10,0,42,2,4.2,21,30,v South Africa,Adelaide,09/11/18
GJ Maxwell (AUSTRALIA),1,0,11,0,11,-0,-0,v South Africa,Adelaide,09/11/18
MA Starc (AUSTRALIA),10,1,51,2,5.1,25.5,30,v South Africa,Adelaide,09/11/18
MP Stoinis (AUSTRALIA),10,0,35,3,3.5,11.66,20,v South Africa,Adelaide,09/11/18
A Zampa (AUSTRALIA),9,0,57,0,6.33,-0,-0,v South Africa,Adelaide,09/11/18
PJ Cummins (AUSTRALIA),10,2,67,0,6.7,-0,-0,v South Africa,Hobart,11/11/18
JR Hazlewood (AUSTRALIA),10,1,53,1,5.3,53,60,v South Africa,Hobart,11/11/18
GJ Maxwell (AUSTRALIA),7,0,38,0,5.42,-0,-0,v South Africa,Hobart,11/11/18
MA Starc (AUSTRALIA),10,1,57,2,5.7,28.5,30,v South Africa,Hobart,11/11/18
MP Stoinis (AUSTRALIA),7,0,70,2,10,35,21,v South Africa,Hobart,11/11/18
A Zampa (AUSTRALIA),6,0,32,0,5.33,-0,-0,v South Africa,Hobart,11/11/18
KK Ahmed (INDIA),8,0,55,0,6.87,-0,-0,v Australia,Sydney,12/01/19
JP Behrendorff (AUSTRALIA),10,2,39,2,3.9,19.5,30,v India,Sydney,12/01/19
RA Jadeja (INDIA),10,0,48,1,4.8,48,60,v Australia,Sydney,12/01/19
Kuldeep Yadav (INDIA),10,0,54,2,5.4,27,30,v Australia,Sydney,12/01/19
